id,cuisine
246,mexican
47061,korean
15908,vietnamese
29572,french
13458,vietnamese
14022,irish
40437,vietnamese
48136,spanish
17687,french
48504,korean
22857,irish
11465,indian
42107,chinese
12514,mexican
46339,indian
8383,british
27362,irish
38646,vietnamese
44084,korean
12946,vietnamese
11670,brazilian
34916,vietnamese
2944,indian
33063,mexican
26982,vietnamese
2231,mexican
5118,indian
28258,cajun_creole
44113,korean
47328,vietnamese
33937,filipino
40399,french
23562,korean
12787,spanish
13992,korean
38992,british
45269,mexican
15211,moroccan
34602,russian
41779,vietnamese
4179,mexican
37925,korean
46161,greek
5512,irish
27845,mexican
12024,cajun_creole
41072,irish
17911,irish
4237,chinese
40442,irish
15522,mexican
6804,thai
43807,vietnamese
21647,filipino
22758,british
32551,mexican
20470,mexican
20842,korean
43018,indian
45493,greek
42442,vietnamese
14655,italian
32247,irish
32302,greek
42075,moroccan
19949,mexican
23352,british
48549,filipino
15053,vietnamese
23490,british
12080,korean
41992,vietnamese
10618,irish
2870,french
49226,mexican
10052,irish
39400,greek
8410,mexican
15752,vietnamese
18854,moroccan
28448,indian
27260,moroccan
1083,british
21430,italian
46343,british
12493,cajun_creole
14251,vietnamese
37764,french
3912,korean
28477,greek
25100,italian
44515,irish
36019,southern_us
44471,greek
27855,indian
47538,irish
16954,irish
5730,vietnamese
29892,filipino
25581,moroccan
43708,filipino
49152,vietnamese
40984,mexican
13050,italian
15031,vietnamese
42841,russian
16325,british
1866,russian
29547,korean
24281,cajun_creole
49183,filipino
41136,mexican
15790,indian
23832,korean
4231,italian
5306,vietnamese
40103,cajun_creole
45908,mexican
34333,jamaican
19999,mexican
9304,vietnamese
11613,mexican
30183,french
14480,korean
26493,korean
46415,mexican
23012,indian
2981,british
31371,moroccan
8119,korean
48376,korean
42957,brazilian
18688,british
38876,british
11197,korean
48216,thai
24611,irish
16761,british
47345,moroccan
16477,british
31855,korean
403,russian
48608,mexican
1985,british
36249,jamaican
27201,chinese
22141,irish
34166,cajun_creole
4721,filipino
44230,mexican
21409,italian
29986,cajun_creole
15401,greek
32341,moroccan
46266,italian
6633,indian
42713,vietnamese
9117,korean
16266,british
36470,british
16164,indian
34712,filipino
29117,cajun_creole
34991,indian
24906,italian
36954,korean
29979,korean
16710,italian
48056,italian
24035,moroccan
32656,moroccan
45875,british
1735,thai
35986,russian
45005,british
46636,filipino
31507,filipino
31348,mexican
28362,moroccan
33305,irish
36747,british
39897,cajun_creole
27450,korean
49579,korean
24426,mexican
11507,moroccan
6093,korean
49338,greek
11560,italian
49597,mexican
17865,korean
5995,mexican
9707,mexican
6888,mexican
46148,korean
19940,british
34637,italian
14214,moroccan
15805,british
34328,chinese
27174,british
24919,cajun_creole
33206,mexican
10745,irish
41550,russian
5008,british
10685,mexican
15287,filipino
25701,irish
31525,italian
27096,korean
36113,korean
48480,russian
1944,italian
26314,italian
10478,vietnamese
15149,french
5024,british
1676,british
2869,korean
20079,british
8053,korean
6212,cajun_creole
13557,korean
9735,vietnamese
39956,thai
21569,brazilian
3269,french
4461,cajun_creole
41598,cajun_creole
44612,russian
20150,irish
7278,spanish
35809,british
21612,mexican
20357,french
23355,cajun_creole
27727,spanish
34021,jamaican
9970,mexican
36438,british
12079,british
22380,indian
28065,thai
49690,greek
48671,moroccan
18509,british
8903,greek
23374,vietnamese
22475,korean
28418,vietnamese
42625,british
44840,british
42121,indian
2243,indian
18032,chinese
19392,vietnamese
25679,french
11223,mexican
35867,moroccan
33842,vietnamese
12676,korean
38377,spanish
344,korean
11864,cajun_creole
16895,moroccan
3001,indian
19195,korean
3635,irish
23150,british
17502,italian
16405,moroccan
34160,mexican
34495,british
18377,french
18988,vietnamese
24880,moroccan
48302,french
33358,moroccan
20732,filipino
22094,cajun_creole
8638,spanish
35556,mexican
27248,cajun_creole
15746,italian
46404,irish
23323,greek
39018,irish
23510,cajun_creole
27710,russian
30540,indian
48945,british
37197,vietnamese
27343,chinese
29349,mexican
38383,cajun_creole
46758,korean
24859,korean
18292,mexican
32450,italian
35936,vietnamese
36789,irish
19804,mexican
16604,italian
585,jamaican
29352,indian
48392,spanish
44324,greek
5012,cajun_creole
19487,greek
17263,mexican
26127,irish
39464,indian
4870,vietnamese
16171,moroccan
308,moroccan
19155,cajun_creole
18736,vietnamese
43352,british
24652,mexican
44181,cajun_creole
36237,indian
30286,greek
4019,british
20111,british
35543,italian
25992,korean
8275,mexican
49613,vietnamese
45149,indian
38610,indian
18111,mexican
35670,italian
30349,korean
12034,chinese
20729,filipino
11458,greek
16423,indian
47404,italian
43875,vietnamese
43513,vietnamese
21894,vietnamese
9350,greek
18519,vietnamese
4651,vietnamese
14831,mexican
32530,vietnamese
44131,indian
36724,korean
20264,cajun_creole
4994,indian
47875,british
1952,japanese
6792,cajun_creole
44853,french
13807,irish
14303,russian
27449,mexican
20389,brazilian
32028,french
9758,mexican
15295,filipino
14904,spanish
9534,italian
46950,korean
15648,moroccan
44473,greek
29833,cajun_creole
3015,italian
43675,british
3329,british
27359,moroccan
18163,jamaican
45238,vietnamese
2146,korean
17194,british
15864,vietnamese
6084,irish
44220,cajun_creole
1843,filipino
4777,british
27182,british
47648,greek
30068,southern_us
36696,mexican
47909,british
19016,mexican
32683,vietnamese
224,greek
2031,cajun_creole
26715,korean
23886,mexican
28724,cajun_creole
46037,irish
38683,korean
19328,italian
15324,greek
20480,russian
43132,vietnamese
25028,french
15859,british
13023,irish
27838,cajun_creole
3661,indian
35313,british
45668,cajun_creole
3070,british
20607,french
33560,japanese
43354,cajun_creole
19935,italian
45795,greek
42932,mexican
42059,italian
47601,korean
31240,korean
5339,british
8192,irish
4831,korean
9134,indian
49500,indian
45456,cajun_creole
47506,mexican
43238,british
43910,russian
36829,thai
2771,vietnamese
14712,southern_us
37718,mexican
5264,indian
26273,russian
48641,moroccan
46990,indian
26575,italian
43906,moroccan
30518,mexican
45950,irish
15967,italian
25115,vietnamese
15112,irish
34860,cajun_creole
32100,greek
11239,korean
809,greek
9212,russian
34741,mexican
29409,mexican
39986,cajun_creole
21487,russian
36981,french
19115,indian
37110,mexican
36185,vietnamese
26244,korean
18026,chinese
36961,filipino
14384,mexican
6039,italian
31871,indian
35841,moroccan
16074,irish
39180,russian
19331,italian
8658,cajun_creole
49574,italian
25237,vietnamese
6947,moroccan
5309,italian
35914,korean
14715,irish
47994,irish
11508,korean
41662,mexican
39047,indian
22933,french
5016,korean
49449,spanish
39029,cajun_creole
1721,cajun_creole
41864,italian
17358,mexican
36847,korean
34812,indian
5486,british
2492,chinese
45624,mexican
7576,cajun_creole
34773,korean
16904,chinese
4279,mexican
38068,british
7370,indian
23586,korean
48790,mexican
26717,filipino
32749,greek
42536,chinese
5372,british
37143,british
37244,italian
27674,thai
778,korean
14686,cajun_creole
9274,thai
37769,italian
12871,italian
38528,moroccan
32968,korean
6275,italian
4732,british
9452,indian
29194,moroccan
16627,russian
5127,italian
26447,italian
11489,korean
23884,british
14545,vietnamese
19620,indian
9771,irish
21265,french
38249,greek
3483,japanese
21262,italian
14605,korean
9448,indian
15750,vietnamese
6413,cajun_creole
17585,korean
10057,moroccan
29462,japanese
18943,italian
22591,mexican
32048,cajun_creole
32249,british
39578,korean
21724,greek
27119,british
25094,filipino
41200,british
33033,chinese
21389,british
49103,vietnamese
12519,vietnamese
26913,indian
12460,italian
3397,moroccan
3502,korean
42877,cajun_creole
249,irish
46008,british
14185,mexican
20873,moroccan
11722,korean
24883,indian
3932,french
25728,british
16428,mexican
7887,mexican
48364,korean
47197,british
28640,mexican
16758,chinese
39135,italian
33302,greek
23677,vietnamese
25509,thai
35746,korean
46195,greek
19788,greek
18888,korean
21153,russian
44672,british
48707,korean
2232,vietnamese
36081,vietnamese
948,greek
24512,indian
24382,cajun_creole
40648,french
48886,russian
21967,italian
40119,vietnamese
38221,moroccan
49494,cajun_creole
17286,greek
10421,thai
13088,italian
34348,greek
15405,thai
15218,greek
40233,vietnamese
26098,korean
17221,mexican
25198,filipino
22532,vietnamese
41563,korean
2554,filipino
38170,mexican
29476,greek
33384,russian
5770,korean
5628,vietnamese
44069,italian
18530,greek
22369,vietnamese
9498,italian
26476,french
29939,greek
9336,vietnamese
26377,mexican
18442,korean
13470,vietnamese
34689,southern_us
11016,british
28985,vietnamese
25293,mexican
569,british
29992,vietnamese
20363,korean
6981,irish
30154,korean
39960,irish
25975,french
4029,indian
49081,filipino
7493,chinese
10393,mexican
6915,british
42310,italian
15612,mexican
23160,british
37897,british
44731,italian
3460,british
29855,italian
31140,korean
4481,cajun_creole
30882,greek
511,korean
1120,irish
42651,japanese
18209,irish
38368,korean
31783,vietnamese
37589,french
17752,chinese
37020,russian
19503,jamaican
2718,indian
28365,mexican
45843,korean
4514,korean
4311,filipino
41356,cajun_creole
12022,irish
6846,spanish
8983,indian
47589,moroccan
14859,irish
20035,british
732,vietnamese
38568,british
10871,brazilian
42540,indian
48782,korean
17988,mexican
8147,korean
32029,moroccan
25598,french
8695,korean
11213,mexican
21053,irish
29154,british
33691,korean
32129,italian
43787,japanese
40642,italian
39782,british
38430,greek
33438,korean
31602,british
17581,russian
25169,filipino
35755,spanish
33544,mexican
34252,vietnamese
30764,french
44946,korean
716,mexican
24668,greek
24270,vietnamese
13165,irish
33758,italian
3090,vietnamese
43987,british
39021,moroccan
44460,italian
29876,british
17737,indian
36772,moroccan
18174,british
20924,russian
39098,italian
32571,mexican
26957,korean
11363,mexican
20736,thai
42639,korean
43350,indian
15451,italian
45175,vietnamese
5652,british
1569,vietnamese
39036,vietnamese
13673,korean
1550,mexican
38553,british
38594,vietnamese
3220,mexican
24686,vietnamese
10863,italian
46683,greek
5113,mexican
34967,spanish
15420,mexican
9607,cajun_creole
7190,mexican
7482,greek
3928,italian
11288,cajun_creole
1948,korean
6590,korean
20275,moroccan
14212,mexican
47990,korean
36653,moroccan
22436,british
34790,british
45752,greek
19159,mexican
14515,moroccan
27510,british
38699,japanese
34959,french
7206,indian
2316,italian
18823,vietnamese
1909,brazilian
48313,cajun_creole
5844,british
29975,cajun_creole
41091,korean
9532,irish
46569,french
10399,korean
42934,filipino
2688,vietnamese
27095,moroccan
12476,russian
23070,mexican
9837,italian
45829,korean
31887,moroccan
28518,irish
47168,spanish
45321,mexican
20662,french
9699,vietnamese
41018,korean
705,irish
42898,french
633,indian
31443,mexican
18613,mexican
19060,british
17845,moroccan
1534,filipino
41786,russian
31656,vietnamese
17330,cajun_creole
7048,italian
7938,cajun_creole
46208,moroccan
33759,italian
5526,thai
26943,vietnamese
20701,korean
35701,vietnamese
36687,moroccan
21401,spanish
376,british
6980,moroccan
39402,italian
43095,russian
18576,greek
39720,indian
17526,russian
27549,irish
27123,vietnamese
22979,cajun_creole
46113,vietnamese
31557,mexican
20414,irish
14487,vietnamese
24881,italian
17955,irish
39109,mexican
35576,french
25876,irish
24669,mexican
22261,korean
832,vietnamese
29742,italian
21381,jamaican
34322,british
7224,korean
17978,russian
9438,vietnamese
9458,vietnamese
41045,thai
34614,mexican
16651,italian
8230,korean
39372,cajun_creole
39357,french
44341,mexican
42052,british
45208,vietnamese
28626,cajun_creole
48345,vietnamese
37791,brazilian
15227,korean
24053,korean
17716,british
6087,greek
28000,mexican
4320,irish
21783,italian
16148,mexican
47562,brazilian
31541,greek
43574,british
45475,moroccan
16953,irish
5239,korean
4595,indian
37279,korean
33264,italian
30484,vietnamese
9200,moroccan
7457,vietnamese
42413,chinese
18484,vietnamese
20985,mexican
29503,cajun_creole
45242,italian
46953,filipino
13948,mexican
1623,british
33251,french
6148,moroccan
30392,british
144,korean
20602,irish
48085,moroccan
14896,irish
47518,thai
29161,moroccan
39363,mexican
694,russian
3887,italian
12671,irish
31117,filipino
14714,moroccan
29993,vietnamese
20639,italian
17665,greek
3969,indian
11014,mexican
19530,british
17271,moroccan
30457,moroccan
22989,indian
45756,indian
20297,korean
10942,british
35686,mexican
13032,irish
7951,cajun_creole
20432,irish
17971,mexican
4128,cajun_creole
7589,mexican
18816,korean
12650,vietnamese
418,indian
36366,korean
32991,indian
6424,italian
8134,indian
39280,irish
3091,irish
23382,french
34090,mexican
23320,indian
14962,irish
42047,mexican
44805,vietnamese
36584,vietnamese
3016,moroccan
6391,korean
38188,brazilian
1784,mexican
18300,british
3856,italian
41841,vietnamese
16837,greek
23687,indian
38118,british
27801,chinese
17096,korean
20235,irish
13288,british
26749,cajun_creole
19084,vietnamese
35200,cajun_creole
41073,greek
28016,spanish
18431,italian
22228,korean
27456,moroccan
325,italian
6543,italian
7062,russian
49221,irish
44536,moroccan
24865,korean
26543,vietnamese
10096,irish
38273,indian
6710,jamaican
49243,french
19624,italian
24435,cajun_creole
14883,greek
22516,cajun_creole
587,russian
40539,mexican
11208,thai
18273,mexican
22762,japanese
13300,italian
42245,italian
14177,greek
4184,moroccan
14277,irish
41308,japanese
34438,italian
9805,korean
38007,italian
23919,indian
13945,moroccan
32279,indian
17456,vietnamese
47941,thai
32310,italian
44442,french
14163,british
27573,italian
777,irish
44116,korean
13347,mexican
29348,vietnamese
14219,mexican
39983,greek
33682,spanish
21443,russian
47642,cajun_creole
1759,cajun_creole
1205,british
4794,russian
17408,spanish
34666,brazilian
40237,greek
13778,italian
41289,italian
3560,british
35830,mexican
11151,cajun_creole
12789,cajun_creole
21166,italian
24716,russian
25586,mexican
11046,british
31793,korean
28746,french
7226,cajun_creole
30991,korean
47476,irish
30626,italian
49367,korean
35754,indian
4247,jamaican
49423,korean
22295,russian
2749,korean
685,french
30988,italian
46285,spanish
40492,mexican
22264,filipino
15921,mexican
388,vietnamese
33121,korean
35685,moroccan
4416,irish
17725,italian
39525,moroccan
27034,british
28470,british
38953,mexican
20045,british
12896,mexican
39573,greek
8838,vietnamese
15399,vietnamese
39439,mexican
26837,korean
41220,british
35968,korean
24335,vietnamese
10983,korean
5516,mexican
38894,thai
11887,spanish
31306,irish
38578,indian
3561,british
45095,thai
30969,greek
14389,british
29670,vietnamese
40995,filipino
33629,vietnamese
10616,italian
30886,italian
18995,indian
31098,filipino
34607,moroccan
48989,irish
44542,korean
47075,thai
19228,vietnamese
2685,mexican
11686,filipino
9610,mexican
30405,greek
43666,moroccan
32892,italian
44741,irish
6791,thai
440,italian
22693,british
24328,chinese
13800,korean
23873,cajun_creole
12767,cajun_creole
5929,vietnamese
20645,vietnamese
20999,filipino
29995,british
35223,russian
22414,greek
23410,korean
36558,japanese
13704,british
41952,indian
46915,cajun_creole
47170,vietnamese
2295,indian
46128,cajun_creole
48349,irish
1482,korean
26589,british
9418,greek
31356,korean
16052,vietnamese
43594,vietnamese
29099,vietnamese
23472,italian
34914,cajun_creole
19404,vietnamese
28299,italian
12314,russian
6047,korean
37581,french
12750,filipino
17498,korean
7694,moroccan
14531,filipino
26628,mexican
8205,moroccan
25101,italian
29045,greek
20917,indian
8311,moroccan
10213,vietnamese
15241,vietnamese
46132,british
15349,italian
22580,korean
47335,cajun_creole
17759,cajun_creole
27633,spanish
42313,mexican
47272,thai
4553,brazilian
15235,moroccan
34102,indian
21227,british
9782,british
6913,french
11944,korean
19035,moroccan
9848,mexican
42745,mexican
40846,italian
27618,mexican
41067,mexican
13555,british
18063,russian
16962,british
8415,british
19041,cajun_creole
38889,vietnamese
32528,vietnamese
21750,italian
11344,korean
27945,chinese
37025,korean
789,mexican
25084,chinese
6024,cajun_creole
14741,filipino
20468,vietnamese
26963,french
1451,moroccan
27745,moroccan
31347,cajun_creole
46592,mexican
38107,indian
5987,british
1808,french
23783,greek
28618,italian
36764,korean
11326,irish
3020,korean
24326,greek
34002,korean
11499,russian
9268,british
49368,korean
44720,vietnamese
13127,moroccan
34494,british
48382,filipino
18585,italian
40052,korean
46321,irish
49561,korean
9453,mexican
19555,mexican
17833,italian
10196,irish
35996,thai
22530,russian
44176,italian
2669,mexican
10896,japanese
7343,korean
46255,vietnamese
27043,greek
20998,irish
12357,filipino
36339,british
45086,vietnamese
37690,irish
37829,indian
3537,mexican
5150,korean
13,british
44579,korean
8749,british
131,mexican
44306,cajun_creole
19202,italian
21300,british
27286,irish
18297,greek
4388,mexican
22234,greek
7359,british
39947,british
6855,british
46057,moroccan
33950,italian
36009,french
23732,italian
21316,thai
32806,cajun_creole
34343,jamaican
11973,french
2380,mexican
30667,irish
42364,indian
30258,french
34109,vietnamese
5265,italian
123,mexican
12498,spanish
23713,mexican
25176,greek
28576,vietnamese
32563,mexican
38829,indian
3835,greek
1960,indian
43991,irish
45136,irish
41554,cajun_creole
10118,vietnamese
43827,mexican
32583,mexican
31949,greek
23574,korean
28211,filipino
21793,cajun_creole
25914,brazilian
34735,spanish
26071,vietnamese
9476,british
29443,british
16966,vietnamese
6457,irish
25882,spanish
48390,greek
28356,british
15699,filipino
2090,spanish
4686,korean
27937,vietnamese
25560,thai
38937,british
48670,russian
2547,british
17442,british
28669,spanish
4410,korean
36917,chinese
46755,indian
25321,irish
47019,vietnamese
33077,british
11593,french
44295,mexican
46632,chinese
18503,vietnamese
29030,british
32516,french
35128,irish
41715,korean
49185,indian
35517,spanish
13909,irish
36886,southern_us
29304,jamaican
29577,vietnamese
24570,vietnamese
29466,korean
10724,indian
30026,irish
37133,korean
29346,jamaican
32871,thai
46420,vietnamese
29083,vietnamese
4402,moroccan
15877,greek
33448,indian
3541,cajun_creole
27704,moroccan
28658,cajun_creole
23793,cajun_creole
11040,korean
28419,moroccan
37086,italian
13965,italian
28674,mexican
5645,cajun_creole
20756,mexican
15548,british
14495,british
11989,greek
47482,japanese
14101,mexican
1289,mexican
49473,korean
39161,thai
14452,vietnamese
31489,vietnamese
15599,mexican
28440,greek
33624,mexican
24090,vietnamese
16137,french
4819,british
1377,british
47636,indian
25907,chinese
35894,mexican
20315,mexican
27199,moroccan
34055,italian
26938,irish
5734,mexican
32241,british
2163,british
20340,cajun_creole
6278,vietnamese
49404,british
36731,mexican
29165,mexican
24932,moroccan
6591,indian
14644,moroccan
43518,russian
28979,vietnamese
45821,cajun_creole
26627,russian
39139,korean
3026,indian
13204,brazilian
762,chinese
28036,french
46514,filipino
34536,italian
36484,indian
5676,mexican
13715,british
43019,mexican
2471,vietnamese
34065,italian
39362,cajun_creole
4987,moroccan
28414,korean
8710,italian
6610,vietnamese
28847,indian
10560,indian
32993,italian
16912,mexican
35262,italian
46936,thai
14553,cajun_creole
17471,korean
22897,cajun_creole
2789,korean
3897,italian
22751,moroccan
16566,vietnamese
23033,irish
30500,filipino
13018,indian
13077,moroccan
9177,vietnamese
16012,greek
5293,moroccan
35451,british
5591,moroccan
44443,mexican
36811,korean
7031,thai
11475,italian
5556,british
33728,vietnamese
46703,british
41776,italian
4099,greek
4251,spanish
29381,italian
30300,chinese
27494,cajun_creole
48254,korean
32789,moroccan
44569,korean
44160,russian
18762,mexican
23808,british
11875,moroccan
35843,thai
4948,indian
34713,vietnamese
8352,moroccan
28407,mexican
3506,irish
44338,vietnamese
38464,greek
1139,mexican
12287,indian
27031,chinese
42153,russian
42686,russian
44415,cajun_creole
10072,irish
8618,british
14153,mexican
23825,greek
21440,russian
13366,cajun_creole
24979,filipino
33437,vietnamese
4864,korean
33017,spanish
15122,vietnamese
42731,russian
8281,russian
2812,irish
30683,british
24249,british
12169,cajun_creole
28629,italian
32774,korean
15181,italian
44314,mexican
37583,british
28069,vietnamese
33503,korean
24015,italian
39333,chinese
13414,italian
4855,spanish
6512,russian
21974,french
9062,italian
6243,british
10675,mexican
35788,vietnamese
37372,vietnamese
28810,korean
23045,british
21296,irish
33484,korean
30045,vietnamese
17354,indian
30061,russian
41671,mexican
13160,indian
43260,korean
43992,korean
16117,greek
30403,greek
37331,russian
5456,british
26893,irish
44470,french
38130,moroccan
9361,vietnamese
19320,irish
3545,korean
25778,irish
34074,chinese
34216,korean
38817,spanish
20749,mexican
31535,italian
2052,vietnamese
18186,korean
49595,thai
47592,french
26011,italian
23403,indian
8005,korean
19517,british
10157,mexican
47071,british
22469,greek
26224,greek
29482,british
8227,korean
12580,irish
26385,british
49610,british
6446,moroccan
1766,mexican
19538,korean
44811,cajun_creole
16844,mexican
28777,italian
28282,korean
15025,british
35345,korean
21527,filipino
26997,indian
40454,chinese
2828,cajun_creole
18980,cajun_creole
13604,mexican
9911,indian
49684,korean
5056,moroccan
2990,moroccan
32016,cajun_creole
37476,vietnamese
33761,korean
20280,british
19266,greek
17492,italian
29376,russian
39788,mexican
606,korean
28514,korean
8497,korean
14688,moroccan
6514,thai
22222,mexican
40303,mexican
23173,filipino
26842,italian
38197,vietnamese
6680,indian
11165,mexican
10077,irish
10703,chinese
32046,irish
40961,cajun_creole
35596,vietnamese
1653,french
3886,italian
14121,spanish
36351,vietnamese
32915,russian
5386,korean
40215,mexican
183,italian
24641,vietnamese
47715,mexican
34390,british
712,vietnamese
12535,chinese
49435,russian
30517,brazilian
3489,irish
1636,filipino
30044,mexican
24095,mexican
22105,thai
24627,korean
38840,mexican
9246,british
32088,mexican
38769,vietnamese
5657,british
15325,vietnamese
28603,indian
42188,moroccan
30446,italian
1757,korean
32710,russian
2136,british
27690,indian
35074,british
48873,mexican
39277,british
28708,british
45762,moroccan
37933,british
4491,moroccan
35597,irish
15163,brazilian
25745,cajun_creole
49614,mexican
41946,british
6372,moroccan
39604,cajun_creole
42983,korean
19983,indian
21892,russian
20647,moroccan
47368,british
3557,mexican
41749,british
31498,italian
19271,southern_us
15640,french
26181,greek
22491,irish
31939,vietnamese
35961,italian
9811,cajun_creole
40599,indian
40190,cajun_creole
16581,cajun_creole
22637,vietnamese
37123,filipino
36020,cajun_creole
2226,italian
43012,italian
13134,greek
18749,french
1692,british
10138,jamaican
25235,irish
13955,italian
42655,thai
12415,mexican
7502,italian
27394,british
44210,mexican
5331,irish
25173,mexican
48988,irish
20735,thai
22048,italian
27644,brazilian
43242,mexican
28368,korean
2429,moroccan
25477,british
30938,mexican
29877,french
30451,mexican
48987,vietnamese
17989,russian
13439,indian
33444,british
38794,indian
37227,cajun_creole
39679,british
34234,british
38038,chinese
7274,italian
18018,greek
11450,mexican
48160,irish
21288,mexican
34704,british
46684,italian
7049,indian
9116,vietnamese
22485,vietnamese
6346,vietnamese
40269,mexican
35850,chinese
1429,filipino
19739,british
38972,irish
39570,irish
43463,greek
21757,italian
36070,greek
40550,mexican
22914,thai
15074,indian
41576,mexican
46372,french
8751,irish
47378,italian
21143,filipino
3818,indian
48486,thai
23388,cajun_creole
37216,filipino
13142,cajun_creole
828,french
18468,korean
25554,british
9863,italian
12771,vietnamese
3066,italian
35442,brazilian
25696,british
38136,japanese
35825,french
28933,cajun_creole
34629,irish
22169,italian
7028,korean
37204,mexican
16980,moroccan
27356,spanish
11736,irish
1632,moroccan
1073,brazilian
8236,british
42866,irish
30904,thai
35258,vietnamese
17290,italian
35929,mexican
46072,korean
46763,french
47664,vietnamese
45625,indian
31177,indian
33941,vietnamese
12272,british
48146,indian
11812,moroccan
42795,mexican
14372,cajun_creole
2964,mexican
9236,vietnamese
18992,korean
30902,british
30939,italian
20108,french
6562,thai
46412,vietnamese
8034,irish
37521,southern_us
46651,italian
32493,british
3251,italian
31825,british
2676,korean
32140,moroccan
5326,vietnamese
38240,british
45874,korean
17253,korean
25292,korean
48666,moroccan
49278,mexican
47903,russian
42062,italian
27885,italian
21229,vietnamese
47629,russian
16695,japanese
5355,southern_us
45369,vietnamese
25736,chinese
29882,korean
38900,indian
1508,mexican
2526,greek
16563,mexican
49060,irish
31448,southern_us
36746,vietnamese
1280,irish
41950,vietnamese
25948,greek
35444,korean
2881,italian
44080,irish
4446,japanese
47106,indian
15521,chinese
44359,british
48967,vietnamese
1599,italian
44514,russian
7140,indian
27656,cajun_creole
35581,cajun_creole
6359,korean
41639,italian
42680,cajun_creole
31520,korean
47846,mexican
7993,italian
2996,italian
27737,vietnamese
27427,moroccan
3734,vietnamese
44673,italian
43924,vietnamese
18628,greek
3596,filipino
37666,southern_us
14633,moroccan
36259,indian
19752,moroccan
16697,french
9550,moroccan
20813,british
34356,italian
3583,vietnamese
14148,korean
28329,italian
166,mexican
12368,british
32261,vietnamese
35306,cajun_creole
1414,vietnamese
45051,british
20767,british
23450,moroccan
404,french
527,korean
25416,vietnamese
25409,chinese
34603,japanese
20266,mexican
9513,mexican
7794,british
19429,indian
11328,cajun_creole
49242,mexican
40411,korean
46424,italian
1634,british
47221,vietnamese
3963,russian
15515,cajun_creole
6735,mexican
41899,cajun_creole
36222,vietnamese
24468,cajun_creole
9876,british
33614,british
42279,russian
46846,thai
34711,vietnamese
39556,filipino
1064,cajun_creole
30080,british
6076,italian
5670,moroccan
44525,moroccan
19743,indian
36205,russian
9030,greek
39755,korean
39434,korean
37803,british
30053,moroccan
11661,italian
17918,irish
44237,irish
38536,moroccan
47369,irish
6108,mexican
16807,indian
41329,irish
33582,vietnamese
9570,indian
47129,thai
14268,spanish
8395,british
38977,mexican
22716,british
25753,korean
12018,mexican
31659,vietnamese
21149,spanish
10328,indian
33585,vietnamese
29192,italian
46733,russian
12887,thai
24354,british
39237,italian
19430,filipino
39895,vietnamese
34566,greek
17889,korean
40652,mexican
31395,korean
35908,vietnamese
18341,mexican
17745,mexican
40560,korean
25097,vietnamese
31430,irish
25484,indian
43668,irish
2184,indian
12106,korean
25747,indian
11423,italian
22403,brazilian
2880,korean
15445,spanish
9825,mexican
31607,indian
9341,cajun_creole
2406,korean
28466,mexican
8619,french
16097,greek
11652,mexican
16852,irish
29111,greek
33602,moroccan
35,mexican
47741,cajun_creole
39820,british
25332,korean
5720,korean
19634,cajun_creole
34851,korean
14117,korean
12195,british
33665,greek
46228,italian
15964,greek
47502,korean
41865,russian
46055,british
8863,mexican
48658,italian
42251,british
33164,italian
24526,irish
39431,korean
3893,french
34175,korean
6727,british
17230,vietnamese
24579,mexican
15873,british
3703,british
27030,russian
9149,greek
16152,mexican
49665,greek
27036,greek
8341,greek
30384,british
32883,british
29047,mexican
31964,british
7011,british
46301,british
3495,vietnamese
11949,mexican
975,british
15529,mexican
15372,mexican
5176,greek
13631,russian
42028,cajun_creole
4936,russian
26471,irish
43833,vietnamese
47933,british
38373,mexican
5780,korean
46303,italian
27308,korean
10340,british
48900,irish
876,cajun_creole
10446,british
15082,vietnamese
31706,filipino
24885,british
34944,russian
7917,italian
5923,indian
44272,british
41074,british
381,british
16053,british
37470,british
23027,filipino
42078,british
13183,cajun_creole
14828,greek
15394,mexican
46300,irish
38963,mexican
679,russian
34558,korean
31528,cajun_creole
45629,thai
5034,mexican
35031,vietnamese
13237,mexican
42339,greek
3911,korean
20409,british
24741,italian
18381,indian
7572,moroccan
24226,british
19945,mexican
31809,italian
17903,greek
48664,cajun_creole
14122,vietnamese
3175,mexican
3403,moroccan
11062,cajun_creole
16629,mexican
11349,chinese
14353,mexican
25633,indian
11424,vietnamese
36024,thai
7151,mexican
12777,mexican
34289,southern_us
13904,irish
40792,irish
11649,british
227,russian
10396,cajun_creole
6559,korean
14195,italian
21511,moroccan
431,vietnamese
5651,british
20754,vietnamese
24905,british
16731,korean
9006,greek
43909,greek
28526,italian
31141,french
39787,vietnamese
35320,mexican
25077,vietnamese
2902,italian
34305,indian
6174,irish
24695,greek
12211,vietnamese
13227,vietnamese
728,southern_us
21635,indian
14011,irish
5861,cajun_creole
9976,british
49218,korean
27684,mexican
11095,vietnamese
47314,greek
41901,greek
5859,russian
3947,thai
14030,greek
10056,greek
39408,british
35283,british
13994,british
36302,british
16113,korean
47207,thai
36198,vietnamese
21134,korean
49070,french
8030,mexican
31802,southern_us
36511,vietnamese
7785,greek
38965,southern_us
31453,greek
43100,mexican
32307,southern_us
45405,spanish
28532,korean
16092,cajun_creole
29029,greek
5596,indian
11369,vietnamese
37436,mexican
2421,vietnamese
22070,vietnamese
10600,irish
11150,mexican
29257,vietnamese
38540,british
